Good\1.bmp 1 0 0 289 139
Good\2.bmp 1 0 0 339 158
Good\3.bmp 1 0 0 248 110
Good\4.bmp 1 0 0 118 70
Good\5.bmp 1 0 0 389 251
Good\6.bmp 1 0 0 422 199
Good\7.bmp 1 0 0 406 260
Good\8.bmp 1 0 0 417 252
Good\9.bmp 1 0 0 328 201
Good\10.bmp 1 0 0 266 229
Good\11.bmp 1 0 0 657 264
Good\12.bmp 1 0 0 190 94
Good\13.bmp 1 0 0 197 170
Good\14.bmp 1 0 0 363 202
Good\15.bmp 1 0 0 273 109
Good\16.bmp 1 0 0 288 155
Good\17.bmp 1 0 0 237 84
Good\18.bmp 1 0 0 298 174
Good\19.bmp 1 0 0 549 227
Good\20.bmp 1 0 0 315 169
Good\21.bmp 1 0 0 174 110
Good\22.bmp 1 0 0 115 61
Good\23.bmp 1 0 0 256 245
Good\24.bmp 1 0 0 282 161
Good\25.bmp 1 0 0 896 342
Good\26.bmp 1 0 0 220 170
Good\27.bmp 1 0 0 114 81
Good\28.bmp 1 0 0 165 116
Good\29.bmp 1 0 0 202 115
Good\30.bmp 1 0 0 504 184
Good\31.bmp 1 0 0 296 162
Good\32.bmp 1 0 0 401 256
Good\33.bmp 1 0 0 340 212
Good\34.bmp 1 0 0 753 448
Good\35.bmp 1 0 0 257 205
Good\36.bmp 1 0 0 320 213
Good\37.bmp 1 0 0 285 164
Good\38.bmp 1 0 0 206 166
Good\39.bmp 1 0 0 264 145
Good\40.bmp 1 0 0 484 487
Good\41.bmp 1 0 0 322 132
Good\42.bmp 1 0 0 456 201
Good\43.bmp 1 0 0 413 183
Good\44.bmp 1 0 0 148 161
Good\45.bmp 1 0 0 489 207
Good\46.bmp 1 0 0 116 70
Good\47.bmp 1 0 0 370 289
Good\48.bmp 1 0 0 214 105
Good\49.bmp 1 0 0 170 115
Good\50.bmp 1 0 0 439 256
Good\51.bmp 1 0 0 1071 428
Good\52.bmp 1 0 0 240 92
Good\53.bmp 1 0 0 774 368
Good\54.bmp 1 0 0 300 175
Good\55.bmp 1 0 0 383 237
Good\56.bmp 1 0 0 225 230
Good\57.bmp 1 0 0 719 290
Good\58.bmp 1 0 0 414 242
Good\59.bmp 1 0 0 339 189
Good\60.bmp 1 0 0 3788 1964
Good\61.bmp 1 0 0 352 159
Good\62.bmp 1 0 0 135 118
Good\63.bmp 1 0 0 158 87
Good\64.bmp 1 0 0 294 169
Good\65.bmp 1 0 0 440 287
Good\66.bmp 1 0 0 440 297
Good\67.bmp 1 0 0 545 201
Good\68.bmp 1 0 0 278 142
Good\69.bmp 1 0 0 496 394
Good\70.bmp 1 0 0 292 255
Good\71.bmp 1 0 0 177 131
Good\72.bmp 1 0 0 285 208
Good\73.bmp 1 0 0 915 366
Good\74.bmp 1 0 0 754 348
Good\75.bmp 1 0 0 394 185
Good\76.bmp 1 0 0 341 217
Good\77.bmp 1 0 0 268 286
Good\78.bmp 1 0 0 129 144
Good\79.bmp 1 0 0 292 212
Good\80.bmp 1 0 0 208 215
Good\81.bmp 1 0 0 211 209
Good\82.bmp 1 0 0 1576 1273
Good\83.bmp 1 0 0 254 238
Good\84.bmp 1 0 0 604 190
Good\85.bmp 1 0 0 407 248
Good\86.bmp 1 0 0 387 203
Good\87.bmp 1 0 0 387 197
Good\88.bmp 1 0 0 462 189
Good\89.bmp 1 0 0 130 104
Good\90.bmp 1 0 0 197 92
Good\91.bmp 1 0 0 503 286
Good\92.bmp 1 0 0 300 220
Good\93.bmp 1 0 0 1093 551
Good\94.bmp 1 0 0 352 212
Good\95.bmp 1 0 0 490 271
Good\96.bmp 1 0 0 481 236
Good\97.bmp 1 0 0 290 256
Good\98.bmp 1 0 0 613 344
Good\99.bmp 1 0 0 498 279
Good\100.bmp 1 0 0 241 139
Good\101.bmp 1 0 0 146 137
Good\102.bmp 1 0 0 173 92
Good\103.bmp 1 0 0 309 170
Good\104.bmp 1 0 0 408 288
Good\105.bmp 1 0 0 479 270
Good\106.bmp 1 0 0 314 144
Good\107.bmp 1 0 0 104 60
Good\108.bmp 1 0 0 266 194
Good\109.bmp 1 0 0 276 177
Good\110.bmp 1 0 0 480 238
Good\111.bmp 1 0 0 447 230
Good\112.bmp 1 0 0 332 163
Good\113.bmp 1 0 0 70 59
Good\114.bmp 1 0 0 399 208
Good\115.bmp 1 0 0 615 403
Good\116.bmp 1 0 0 613 316
Good\117.bmp 1 0 0 406 186
Good\118.bmp 1 0 0 214 112
Good\119.bmp 1 0 0 107 59
Good\120.bmp 1 0 0 123 72
Good\121.bmp 1 0 0 647 484
Good\122.bmp 1 0 0 299 151
Good\123.bmp 1 0 0 179 114
Good\124.bmp 1 0 0 295 193
Good\125.bmp 1 0 0 779 667
Good\126.bmp 1 0 0 317 213
